time(s);battery;memory;orbit;obc;eps;communication;EDC;Longitude;Latitude;total_drop;active_PCDs;onGS
10;99.99639;0;;;;;;-0.12725814;0.6151583;6.9444446E-4;None;NO
20;99.988075;3.0E-4;sun;On;On;Receiver;Off;-0.25454602;1.2303153;0.0022944445;None;NO
30;99.988075;6.0E-4;sun;On;On;Receiver;Off;-0.3818834;1.8454696;0.0022944445;None;NO
40;99.988075;9.0E-4;sun;On;On;Receiver;Off;-0.5092901;2.4606197;0.0022944445;None;NO
50;99.988075;0.0012;sun;On;On;Receiver;Off;-0.6367859;3.0757644;0.0022944445;None;NO
60;99.988075;0.0015;sun;On;On;Receiver;Off;-0.76439077;3.6909022;0.0022944445;None;NO
70;99.988075;0.0018;sun;On;On;Receiver;Off;-0.8921248;4.3060317;0.0022944445;None;NO
80;99.988075;0.0021;sun;On;On;Receiver;Off;-1.020008;4.9211516;0.0022944445;None;NO
90;99.988075;0.0024;sun;On;On;Receiver;Off;-1.1480608;5.5362606;0.0022944445;None;NO
100;99.988075;0.0027;sun;On;On;Receiver;Off;-1.2763036;6.1513567;0.0022944445;None;NO
110;99.988075;0.003;sun;On;On;Receiver;Off;-1.404757;6.7664394;0.0022944445;None;NO
120;99.988075;0.0033;sun;On;On;Receiver;Off;-1.5334418;7.3815064;0.0022944445;None;NO
130;99.988075;0.0036;sun;On;On;Receiver;Off;-1.6623791;7.996557;0.0022944445;None;NO
140;99.988075;0.0039;sun;On;On;Receiver;Off;-1.7915901;8.611589;0.0022944445;None;NO
150;99.988075;0.0042;sun;On;On;Receiver;Off;-1.9210964;9.226602;0.0022944445;None;NO
160;99.988075;0.0045;sun;On;On;Receiver;Off;-2.0509198;9.841593;0.0022944445;None;NO
170;99.988075;0.0048;sun;On;On;Receiver;Off;-2.1810822;10.456561;0.0022944445;None;NO
180;99.988075;0.0051;sun;On;On;Receiver;Off;-2.3116064;11.071506;0.0022944445;None;NO
190;99.988075;0.0054;sun;On;On;Receiver;Off;-2.4425151;11.686424;0.0022944445;None;NO
200;99.988075;0.0057;sun;On;On;Receiver;Off;-2.5738313;12.301315;0.0022944445;None;NO
210;99.988075;0.006;sun;On;On;Receiver;Off;-2.7055783;12.916177;0.0022944445;None;NO
220;99.988075;0.0063;sun;On;On;Receiver;Off;-2.8377807;13.531008;0.0022944445;None;NO
230;99.988075;0.0066;sun;On;On;Receiver;Off;-2.9704626;14.145806;0.0022944445;None;NO
240;99.988075;0.0069;sun;On;On;Receiver;Off;-3.1036487;14.7605715;0.0022944445;None;NO
250;99.988075;0.0072;sun;On;On;Receiver;Off;-3.2373648;15.375299;0.0022944445;None;NO
260;99.988075;0.0075;sun;On;On;Receiver;Off;-3.3716364;15.989991;0.0022944445;None;NO
270;99.988075;0.0078;sun;On;On;Receiver;Off;-3.5064905;16.604643;0.0022944445;None;NO
280;99.988075;0.0081;sun;On;On;Receiver;Off;-3.6419537;17.219252;0.0022944445;None;NO
290;99.988075;0.0084;sun;On;On;Receiver;Off;-3.7780542;17.83382;0.0022944445;None;NO
300;99.988075;0.0087;sun;On;On;Receiver;Off;-3.9148202;18.448341;0.0022944445;None;NO
310;99.988075;0.009;sun;On;On;Receiver;Off;-4.0522804;19.062817;0.0022944445;None;NO
320;99.988075;0.0093;sun;On;On;Receiver;Off;-4.1904655;19.67724;0.0022944445;None;NO
330;99.988075;0.0096;sun;On;On;Receiver;Off;-4.3294053;20.291615;0.0022944445;None;NO
340;99.988075;0.0099;sun;On;On;Receiver;Off;-4.469132;20.905935;0.0022944445;None;NO
350;99.988075;0.0102;sun;On;On;Receiver;Off;-4.6096773;21.5202;0.0022944445;None;NO
360;99.988075;0.0105;sun;On;On;Receiver;Off;-4.7510743;22.134407;0.0022944445;None;NO
370;99.988075;0.0108;sun;On;On;Receiver;Off;-4.8933578;22.748552;0.0022944445;None;NO
380;99.988075;0.0111;sun;On;On;Receiver;Off;-5.036563;23.362637;0.0022944445;None;NO
390;99.988075;0.0114;sun;On;On;Receiver;Off;-5.1807256;23.976656;0.0022944445;None;NO
400;99.988075;0.0117;sun;On;On;Receiver;Off;-5.325883;24.590605;0.0022944445;None;NO
410;99.988075;0.012;sun;On;On;Receiver;Off;-5.472074;25.204485;0.0022944445;None;NO
420;99.988075;0.0123;sun;On;On;Receiver;Off;-5.6193385;25.818293;0.0022944445;None;NO
430;99.988075;0.0126;sun;On;On;Receiver;Off;-5.767718;26.432024;0.0022944445;None;NO
440;99.988075;0.0129;sun;On;On;Receiver;Off;-5.9172535;27.045675;0.0022944445;None;NO
450;99.988075;0.0132;sun;On;On;Receiver;Off;-6.0679903;27.659245;0.0022944445;None;NO
460;99.988075;0.0135;sun;On;On;Receiver;Off;-6.219973;28.27273;0.0022944445;None;NO
470;99.988075;0.0138;sun;On;On;Receiver;Off;-6.3732495;28.886127;0.0022944445;None;NO
480;99.988075;0.0141;sun;On;On;Receiver;Off;-6.527868;29.499432;0.0022944445;None;NO
490;99.988075;0.0144;sun;On;On;Receiver;Off;-6.6838784;30.112642;0.0022944445;None;NO
500;99.988075;0.0147;sun;On;On;Receiver;Off;-6.841334;30.725754;0.0022944445;None;NO
510;99.988075;0.015;sun;On;On;Receiver;Off;-7.0002885;31.338762;0.0022944445;None;NO
520;99.988075;0.0153;sun;On;On;Receiver;Off;-7.1607985;31.951664;0.0022944445;None;NO
530;99.988075;0.0156;sun;On;On;Receiver;Off;-7.322923;32.564457;0.0022944445;None;NO
540;99.988075;0.0159;sun;On;On;Receiver;Off;-7.4867225;33.177135;0.0022944445;None;NO
550;99.988075;0.0162;sun;On;On;Receiver;Off;-7.652261;33.789692;0.0022944445;None;NO
560;99.988075;0.0165;sun;On;On;Receiver;Off;-7.819603;34.40213;0.0022944445;None;NO
570;99.988075;0.0168;sun;On;On;Receiver;Off;-7.9888186;35.01444;0.0022944445;None;NO
580;99.988075;0.0171;sun;On;On;Receiver;Off;-8.159979;35.62661;0.0022944445;None;NO
590;99.988075;0.0174;sun;On;On;Receiver;Off;-8.3331585;36.238647;0.0022944445;None;NO
600;99.988075;0.0177;sun;On;On;Receiver;Off;-8.508435;36.85054;0.0022944445;None;NO
610;99.988075;0.018;sun;On;On;Receiver;Off;-8.68589;37.462284;0.0022944445;None;NO
620;99.988075;0.0183;sun;On;On;Receiver;Off;-8.865609;38.073875;0.0022944445;None;NO
630;99.988075;0.0186;sun;On;On;Receiver;Off;-9.04768;38.685303;0.0022944445;None;NO
640;99.988075;0.0189;sun;On;On;Receiver;Off;-9.232195;39.296562;0.0022944445;None;NO
650;99.988075;0.0192;sun;On;On;Receiver;Off;-9.419252;39.90765;0.0022944445;None;NO
660;99.988075;0.0195;sun;On;On;Receiver;Off;-9.608953;40.518555;0.0022944445;None;NO
670;99.988075;0.0198;sun;On;On;Receiver;Off;-9.801404;41.129272;0.0022944445;None;NO
680;99.988075;0.0201;sun;On;On;Receiver;Off;-9.9967165;41.739796;0.0022944445;None;NO
690;99.988075;0.0204;sun;On;On;Receiver;Off;-10.195008;42.350113;0.0022944445;None;NO
700;99.988075;0.0207;sun;On;On;Receiver;Off;-10.396401;42.96022;0.0022944445;None;NO
710;99.988075;0.021;sun;On;On;Receiver;Off;-10.601027;43.570103;0.0022944445;None;NO
720;99.988075;0.0213;sun;On;On;Receiver;Off;-10.809018;44.179756;0.0022944445;None;NO
730;99.988075;0.0216;sun;On;On;Receiver;Off;-11.020519;44.78917;0.0022944445;None;NO
740;99.988075;0.0219;sun;On;On;Receiver;Off;-11.235682;45.39833;0.0022944445;None;NO
750;99.988075;0.0222;sun;On;On;Receiver;Off;-11.454663;46.00723;0.0022944445;None;NO
760;99.988075;0.0225;sun;On;On;Receiver;Off;-11.67763;46.615856;0.0022944445;None;NO
770;99.988075;0.0228;sun;On;On;Receiver;Off;-11.904759;47.224197;0.0022944445;None;NO
780;99.988075;0.0231;sun;On;On;Receiver;Off;-12.136238;47.83224;0.0022944445;None;NO
790;99.988075;0.0234;sun;On;On;Receiver;Off;-12.372262;48.43997;0.0022944445;None;NO
800;99.988075;0.0237;sun;On;On;Receiver;Off;-12.613039;49.047375;0.0022944445;None;NO
810;99.988075;0.024;sun;On;On;Receiver;Off;-12.858789;49.654438;0.0022944445;None;NO
820;99.988075;0.0243;sun;On;On;Receiver;Off;-13.109746;50.261143;0.0022944445;None;NO
830;99.988075;0.0246;sun;On;On;Receiver;Off;-13.366158;50.867474;0.0022944445;None;NO
840;99.988075;0.0249;sun;On;On;Receiver;Off;-13.628285;51.473408;0.0022944445;None;NO
850;99.988075;0.0252;sun;On;On;Receiver;Off;-13.896408;52.078934;0.0022944445;None;NO
860;99.988075;0.0255;sun;On;On;Receiver;Off;-14.170821;52.68403;0.0022944445;None;NO
870;99.988075;0.0258;sun;On;On;Receiver;Off;-14.45184;53.288666;0.0022944445;None;NO
880;99.988075;0.0261;sun;On;On;Receiver;Off;-14.739801;53.892826;0.0022944445;None;NO
890;99.988075;0.0264;sun;On;On;Receiver;Off;-15.035061;54.496483;0.0022944445;None;NO
900;99.988075;0.0267;sun;On;On;Receiver;Off;-15.338001;55.09961;0.0022944445;None;NO
910;99.988075;0.027;sun;On;On;Receiver;Off;-15.649029;55.70218;0.0022944445;None;NO
920;99.988075;0.0273;sun;On;On;Receiver;Off;-15.968579;56.304165;0.0022944445;None;NO
930;99.988075;0.0276;sun;On;On;Receiver;Off;-16.297117;56.905525;0.0022944445;None;NO
940;99.988075;0.0279;sun;On;On;Receiver;Off;-16.635145;57.506233;0.0022944445;None;NO
950;99.988075;0.0282;sun;On;On;Receiver;Off;-16.983196;58.106247;0.0022944445;None;NO
960;99.988075;0.0285;sun;On;On;Receiver;Off;-17.341845;58.70553;0.0022944445;None;NO
970;99.988075;0.0288;sun;On;On;Receiver;Off;-17.71171;59.30403;0.0022944445;None;NO
980;99.988075;0.0291;sun;On;On;Receiver;Off;-18.093456;59.90171;0.0022944445;None;NO
990;99.988075;0.0294;sun;On;On;Receiver;Off;-18.4878;60.49852;0.0022944445;None;NO
1000;99.988075;0.0297;sun;On;On;Receiver;Off;-18.895514;61.0944;0.0022944445;None;NO
1010;99.988075;0.03;sun;On;On;Receiver;Off;-19.31743;61.689293;0.0022944445;None;NO
1020;99.988075;0.0303;sun;On;On;Receiver;Off;-19.754456;62.283134;0.0022944445;None;NO
1030;99.988075;0.0306;sun;On;On;Receiver;Off;-20.207565;62.875854;0.0022944445;None;NO
1040;99.988075;0.0309;sun;On;On;Receiver;Off;-20.67782;63.467377;0.0022944445;None;NO
1050;99.988075;0.0312;sun;On;On;Receiver;Off;-21.16637;64.057625;0.0022944445;None;NO
1060;99.988075;0.0315;sun;On;On;Receiver;Off;-21.674467;64.6465;0.0022944445;None;NO
1070;99.988075;0.0318;sun;On;On;Receiver;Off;-22.203474;65.23392;0.0022944445;None;NO
1080;99.988075;0.0321;sun;On;On;Receiver;Off;-22.754875;65.819756;0.0022944445;None;NO
1090;99.988075;0.0324;sun;On;On;Receiver;Off;-23.330294;66.4039;0.0022944445;None;NO
1100;99.988075;0.0327;sun;On;On;Receiver;Off;-23.931503;66.98623;0.0022944445;None;NO
1110;99.988075;0.033;sun;On;On;Receiver;Off;-24.560446;67.5666;0.0022944445;None;NO
1120;99.988075;0.0333;sun;On;On;Receiver;Off;-25.219254;68.144844;0.0022944445;None;NO
1130;99.988075;0.0336;sun;On;On;Receiver;Off;-25.910265;68.7208;0.0022944445;None;NO
1140;99.988075;0.0339;sun;On;On;Receiver;Off;-26.636055;69.29427;0.0022944445;None;NO
1150;99.988075;0.0342;sun;On;On;Receiver;Off;-27.399454;69.86505;0.0022944445;None;NO
1160;99.988075;0.0345;sun;On;On;Receiver;Off;-28.203588;70.43289;0.0022944445;None;NO
1170;99.988075;0.0348;sun;On;On;Receiver;Off;-29.05191;70.99754;0.0022944445;None;NO
1180;99.988075;0.0351;sun;On;On;Receiver;Off;-29.94823;71.5587;0.0022944445;None;NO
1190;99.988075;0.0354;sun;On;On;Receiver;Off;-30.89677;72.116035;0.0022944445;None;NO
1200;99.988075;0.0357;sun;On;On;Receiver;Off;-31.902203;72.66919;0.0022944445;None;NO
1210;99.988075;0.036;sun;On;On;Receiver;Off;-32.9697;73.21774;0.0022944445;None;NO
1220;99.988075;0.0363;sun;On;On;Receiver;Off;-34.105003;73.76123;0.0022944445;None;NO
1230;99.988075;0.0366;sun;On;On;Receiver;Off;-35.31446;74.29912;0.0022944445;None;NO
1240;99.988075;0.0369;sun;On;On;Receiver;Off;-36.605118;74.83082;0.0022944445;None;NO
1250;99.988075;0.0372;sun;On;On;Receiver;Off;-37.984745;75.355644;0.0022944445;None;NO
1260;99.988075;0.0375;sun;On;On;Receiver;Off;-39.46193;75.87285;0.0022944445;None;NO
1270;99.988075;0.0378;sun;On;On;Receiver;Off;-41.046104;76.38155;0.0022944445;None;NO
1280;99.988075;0.0381;sun;On;On;Receiver;Off;-42.7476;76.88077;0.0022944445;None;NO
1290;99.988075;0.0384;sun;On;On;Receiver;Off;-44.577633;77.36936;0.0022944445;None;NO
1300;99.988075;0.0387;sun;On;On;Receiver;Off;-46.548294;77.84607;0.0022944445;None;NO
1310;99.988075;0.039;sun;On;On;Receiver;Off;-48.672432;78.30942;0.0022944445;None;NO
1320;99.988075;0.0393;sun;On;On;Receiver;Off;-50.963463;78.75777;0.0022944445;None;NO
1330;99.988075;0.0396;sun;On;On;Receiver;Off;-53.435062;79.18925;0.0022944445;None;NO
1340;99.988075;0.0399;sun;On;On;Receiver;Off;-56.100666;79.60176;0.0022944445;None;NO
1350;99.988075;0.0402;sun;On;On;Receiver;Off;-58.972763;79.99295;0.0022944445;None;NO
1360;99.988075;0.0405;sun;On;On;Receiver;Off;-62.06195;80.36024;0.0022944445;None;NO
1370;99.988075;0.0408;sun;On;On;Receiver;Off;-65.3757;80.70077;0.0022944445;None;NO
1380;99.988075;0.0411;sun;On;On;Receiver;Off;-68.916885;81.01152;0.0022944445;None;NO
1390;99.988075;0.0414;sun;On;On;Receiver;Off;-72.682144;81.28929;0.0022944445;None;NO
1400;99.988075;0.0417;sun;On;On;Receiver;Off;-76.66025;81.530846;0.0022944445;None;NO
1410;99.988075;0.042;sun;On;On;Receiver;Off;-80.83082;81.733;0.0022944445;None;NO
1420;99.988075;0.0423;sun;On;On;Receiver;Off;-85.16364;81.892815;0.0022944445;None;NO
1430;99.97615;0.0426;ecl;On;On;Receiver;Off;-89.61899;82.007744;0.0022944445;None;NO
1440;99.964226;0.0429;ecl;On;On;Receiver;Off;-94.14921;82.075836;0.0022944445;None;NO
1450;99.9523;0.0432;ecl;On;On;Receiver;Off;-98.701454;82.09588;0.0022944445;None;NO
1460;99.94038;0.0435;ecl;On;On;Receiver;Off;-103.221306;82.067505;0.0022944445;None;NO
1470;99.928444;0.0438;ecl;On;On;Receiver;Off;-107.656654;81.99124;0.0022944445;None;NO
1480;99.91652;0.0441;ecl;On;On;Receiver;Off;-111.96118;81.868416;0.0022944445;None;NO
1490;99.904594;0.0444;ecl;On;On;Receiver;Off;-116.09692;81.70112;0.0022944445;None;NO
1500;99.89267;0.0447;ecl;On;On;Receiver;Off;-120.03553;81.49195;0.0022944445;None;NO
1510;99.880745;0.045;ecl;On;On;Receiver;Off;-123.75846;81.24393;0.0022944445;None;NO
1520;99.86882;0.0453;ecl;On;On;Receiver;Off;-127.25611;80.96024;0.0022944445;None;NO
1530;99.856895;0.0456;ecl;On;On;Receiver;Off;-130.52646;80.644135;0.0022944445;None;NO
1540;99.84497;0.0459;ecl;On;On;Receiver;Off;-133.57335;80.29878;0.0022944445;None;NO
1550;99.833046;0.0462;ecl;On;On;Receiver;Off;-136.405;79.927185;0.0022944445;None;NO
1560;99.82112;0.0465;ecl;On;On;Receiver;Off;-139.03242;79.532135;0.0022944445;None;NO
1570;99.8092;0.0468;ecl;On;On;Receiver;Off;-141.46837;79.116196;0.0022944445;None;NO
1580;99.79727;0.0471;ecl;On;On;Receiver;Off;-143.72636;78.68167;0.0022944445;None;NO
1590;99.78534;0.0474;ecl;On;On;Receiver;Off;-145.82007;78.230606;0.0022944445;None;NO
1600;99.773415;0.0477;ecl;On;On;Receiver;Off;-147.76282;77.76485;0.0022944445;None;NO
1610;99.76149;0.048;ecl;On;On;Receiver;Off;-149.5673;77.285995;0.0022944445;None;NO
1620;99.749565;0.0483;ecl;On;On;Receiver;Off;-151.24548;76.79548;0.0022944445;None;NO
1630;99.73764;0.0486;ecl;On;On;Receiver;Off;-152.8084;76.294556;0.0022944445;None;NO
1640;99.725716;0.0489;ecl;On;On;Receiver;Off;-154.26619;75.784325;0.0022944445;None;NO
1650;99.71379;0.0492;ecl;On;On;Receiver;Off;-155.62813;75.26575;0.0022944445;None;NO
1660;99.701866;0.0495;ecl;On;On;Receiver;Off;-156.90265;74.73968;0.0022944445;None;NO
1670;99.68994;0.0498;ecl;On;On;Receiver;Off;-158.09737;74.20687;0.0022944445;None;NO
1680;99.67802;0.0501;ecl;On;On;Receiver;Off;-159.21921;73.66798;0.0022944445;None;NO
1690;99.66609;0.0504;ecl;On;On;Receiver;Off;-160.2744;73.12358;0.0022944445;None;NO
1700;99.65417;0.0507;ecl;On;On;Receiver;Off;-161.26854;72.5742;0.0022944445;None;NO
1710;99.642235;0.051;ecl;On;On;Receiver;Off;-162.20673;72.0203;0.0022944445;None;NO
1720;99.63031;0.0513;ecl;On;On;Receiver;Off;-163.09354;71.46228;0.0022944445;None;NO
1730;99.618385;0.0516;ecl;On;On;Receiver;Off;-163.9331;70.9005;0.0022944445;None;NO
1740;99.60646;0.0519;ecl;On;On;Receiver;Off;-164.72919;70.33528;0.0022944445;None;NO
1750;99.594536;0.0522;ecl;On;On;Receiver;Off;-165.48514;69.766914;0.0022944445;None;NO
1760;99.58261;0.0525;ecl;On;On;Receiver;Off;-166.20406;69.195656;0.0022944445;None;NO
1770;99.57069;0.0528;ecl;On;On;Receiver;Off;-166.8887;68.62174;0.0022944445;None;NO
1780;99.55876;0.0531;ecl;On;On;Receiver;Off;-167.54163;68.04538;0.0022944445;None;NO
1790;99.54684;0.0534;ecl;On;On;Receiver;Off;-168.16508;67.46675;0.0022944445;None;NO
1800;99.53491;0.0537;ecl;On;On;Receiver;Off;-168.76122;66.88604;0.0022944445;None;NO
1810;99.52299;0.054;ecl;On;On;Receiver;Off;-169.3319;66.30338;0.0022944445;None;NO
1820;99.51106;0.0543;ecl;On;On;Receiver;Off;-169.87889;65.71893;0.0022944445;None;NO
1830;99.49913;0.0546;ecl;On;On;Receiver;Off;-170.40378;65.13282;0.0022944445;None;NO
1840;99.487206;0.0549;ecl;On;On;Receiver;Off;-170.90802;64.54514;0.0022944445;None;NO
1850;99.47528;0.0552;ecl;On;On;Receiver;Off;-171.39297;63.956024;0.0022944445;None;NO
1860;99.463356;0.0555;ecl;On;On;Receiver;Off;-171.85986;63.365555;0.0022944445;None;NO
1870;99.45143;0.0558;ecl;On;On;Receiver;Off;-172.30981;62.77382;0.0022944445;None;NO
1880;99.43951;0.0561;ecl;On;On;Receiver;Off;-172.74387;62.180897;0.0022944445;None;NO
1890;99.42758;0.0564;ecl;On;On;Receiver;Off;-173.163;61.586872;0.0022944445;None;NO
1900;99.41566;0.0567;ecl;On;On;Receiver;Off;-173.56808;60.991806;0.0022944445;None;NO
1910;99.40373;0.057;ecl;On;On;Receiver;Off;-173.95996;60.39576;0.0022944445;None;NO
1920;99.39181;0.0573;ecl;On;On;Receiver;Off;-174.33937;59.798798;0.0022944445;None;NO
1930;99.37988;0.0576;ecl;On;On;Receiver;Off;-174.70705;59.200974;0.0022944445;None;NO
1940;99.36796;0.0579;ecl;On;On;Receiver;Off;-175.06361;58.60233;0.0022944445;None;NO
1950;99.356026;0.0582;ecl;On;On;Receiver;Off;-175.4097;58.002922;0.0022944445;None;NO
1960;99.3441;0.0585;ecl;On;On;Receiver;Off;-175.74586;57.402786;0.0022944445;None;NO
1970;99.33218;0.0588;ecl;On;On;Receiver;Off;-176.07265;56.801964;0.0022944445;None;NO
1980;99.32025;0.0591;ecl;On;On;Receiver;Off;-176.39053;56.200493;0.0022944445;None;NO
1990;99.30833;0.0594;ecl;On;On;Receiver;Off;-176.69998;55.598404;0.0022944445;None;NO
2000;99.2964;0.0597;ecl;On;On;Receiver;Off;-177.00142;54.995735;0.0022944445;None;NO
2010;99.28448;0.06;ecl;On;On;Receiver;Off;-177.29524;54.392517;0.0022944445;None;NO
2020;99.27255;0.0603;ecl;On;On;Receiver;Off;-177.58185;53.78877;0.0022944445;None;NO
2030;99.26063;0.0606;ecl;On;On;Receiver;Off;-177.86157;53.184525;0.0022944445;None;NO
2040;99.2487;0.0609;ecl;On;On;Receiver;Off;-178.13477;52.579807;0.0022944445;None;NO
2050;99.23678;0.0612;ecl;On;On;Receiver;Off;-178.40172;51.97464;0.0022944445;None;NO
2060;99.22485;0.0615;ecl;On;On;Receiver;Off;-178.66272;51.36904;0.0022944445;None;NO
2070;99.21292;0.0618;ecl;On;On;Receiver;Off;-178.91808;50.763035;0.0022944445;None;NO
2080;99.201;0.0621;ecl;On;On;Receiver;Off;-179.16801;50.15664;0.0022944445;None;NO
2090;99.18907;0.0624;ecl;On;On;Receiver;Off;-179.4128;49.54987;0.0022944445;None;NO
2100;99.17715;0.0627;ecl;On;On;Receiver;Off;-179.65265;48.94275;0.0022944445;None;NO
2110;99.16522;0.063;ecl;On;On;Receiver;Off;-179.88777;48.33529;0.0022944445;None;NO
2120;99.1533;0.0633;ecl;On;On;Receiver;Off;179.88159;47.7275;0.0022944445;None;NO
2130;99.14137;0.0636;ecl;On;On;Receiver;Off;179.65527;47.119408;0.0022944445;None;NO
2140;99.12945;0.0639;ecl;On;On;Receiver;Off;179.43309;46.511017;0.0022944445;None;NO
2150;99.11752;0.0642;ecl;On;On;Receiver;Off;179.21484;45.90234;0.0022944445;None;NO
2160;99.1056;0.0645;ecl;On;On;Receiver;Off;179.0004;45.293396;0.0022944445;None;NO
2170;99.09367;0.0648;ecl;On;On;Receiver;Off;178.78958;44.68419;0.0022944445;None;NO
2180;99.08175;0.0651;ecl;On;On;Receiver;Off;178.58224;44.074738;0.0022944445;None;NO
2190;99.06982;0.0654;ecl;On;On;Receiver;Off;178.37825;43.465042;0.0022944445;None;NO
2200;99.05789;0.0657;ecl;On;On;Receiver;Off;178.17746;42.855118;0.0022944445;None;NO
2210;99.04597;0.066;ecl;On;On;Receiver;Off;177.97975;42.244976;0.0022944445;None;NO
2220;99.03404;0.0663;ecl;On;On;Receiver;Off;177.78499;41.634624;0.0022944445;None;NO
2230;99.02212;0.0666;ecl;On;On;Receiver;Off;177.59308;41.024067;0.0022944445;None;NO
2240;99.01019;0.0669;ecl;On;On;Receiver;Off;177.40388;40.41332;0.0022944445;None;NO
2250;98.99827;0.0672;ecl;On;On;Receiver;Off;177.21733;39.80238;0.0022944445;None;NO
2260;98.98634;0.0675;ecl;On;On;Receiver;Off;177.0333;39.19126;0.0022944445;None;NO
2270;98.97442;0.0678;ecl;On;On;Receiver;Off;176.85167;38.57997;0.0022944445;None;NO
2280;98.962494;0.0681;ecl;On;On;Receiver;Off;176.6724;37.968513;0.0022944445;None;NO
2290;98.95057;0.0684;ecl;On;On;Receiver;Off;176.49536;37.3569;0.0022944445;None;NO
2300;98.93864;0.0687;ecl;On;On;Receiver;Off;176.3205;36.74513;0.0022944445;None;NO
2310;98.92671;0.069;ecl;On;On;Receiver;Off;176.1477;36.13321;0.0022944445;None;NO
2320;98.91479;0.0693;ecl;On;On;Receiver;Off;175.97693;35.52115;0.0022944445;None;NO
2330;98.90286;0.0696;ecl;On;On;Receiver;Off;175.80807;34.90895;0.0022944445;None;NO
2340;98.89094;0.0699;ecl;On;On;Receiver;Off;175.64108;34.296623;0.0022944445;None;NO
2350;98.87901;0.0702;ecl;On;On;Receiver;Off;175.47589;33.684166;0.0022944445;None;NO
2360;98.86709;0.0705;ecl;On;On;Receiver;Off;175.31241;33.071587;0.0022944445;None;NO
2370;98.85516;0.0708;ecl;On;On;Receiver;Off;175.1506;32.45889;0.0022944445;None;NO
2380;98.84324;0.0711;ecl;On;On;Receiver;Off;174.99039;31.846075;0.0022944445;None;NO
2390;98.831314;0.0714;ecl;On;On;Receiver;Off;174.83173;31.233154;0.0022944445;None;NO
2400;98.81939;0.0717;ecl;On;On;Receiver;Off;174.67456;30.620129;0.0022944445;None;NO
2410;98.807465;0.072;ecl;On;On;Receiver;Off;174.51881;30.007;0.0022944445;None;NO
2420;98.79553;0.0723;ecl;On;On;Receiver;Off;174.36446;29.393772;0.0022944445;None;NO
2430;98.78361;0.0726;ecl;On;On;Receiver;Off;174.21144;28.78045;0.0022944445;None;NO
2440;98.77168;0.0729;ecl;On;On;Receiver;Off;174.0597;28.16704;0.0022944445;None;NO
2450;98.75976;0.0732;ecl;On;On;Receiver;Off;173.9092;27.55354;0.0022944445;None;NO
2460;98.74783;0.0735;ecl;On;On;Receiver;Off;173.75987;26.939955;0.0022944445;None;NO
2470;98.73591;0.0738;ecl;On;On;Receiver;Off;173.61172;26.32629;0.0022944445;None;NO
2480;98.72398;0.0741;ecl;On;On;Receiver;Off;173.46466;25.712545;0.0022944445;None;NO
2490;98.71206;0.0744;ecl;On;On;Receiver;Off;173.31866;25.098726;0.0022944445;None;NO
2500;98.700134;0.0747;ecl;On;On;Receiver;Off;173.1737;24.484833;0.0022944445;None;NO
2510;98.68821;0.075;ecl;On;On;Receiver;Off;173.02972;23.87087;0.0022944445;None;NO
2520;98.676285;0.0753;ecl;On;On;Receiver;Off;172.8867;23.256842;0.0022944445;None;NO
2530;98.66436;0.0756;ecl;On;On;Receiver;Off;172.7446;22.642746;0.0022944445;None;NO
2540;98.65243;0.0759;ecl;On;On;Receiver;Off;172.60336;22.02859;0.0022944445;None;NO
2550;98.6405;0.0762;ecl;On;On;Receiver;Off;172.46298;21.414373;0.0022944445;None;NO
2560;98.62858;0.0765;ecl;On;On;Receiver;Off;172.32341;20.800098;0.0022944445;None;NO
2570;98.61665;0.0768;ecl;On;On;Receiver;Off;172.18462;20.185768;0.0022944445;None;NO
2580;98.60473;0.0771;ecl;On;On;Receiver;Off;172.04657;19.571386;0.0022944445;None;NO
2590;98.592804;0.0774;ecl;On;On;Receiver;Off;171.90924;18.956951;0.0022944445;None;NO
2600;98.58088;0.0777;ecl;On;On;Receiver;Off;171.77261;18.342468;0.0022944445;None;NO
2610;98.568954;0.078;ecl;On;On;Receiver;Off;171.63663;17.72794;0.0022944445;None;NO
2620;98.55703;0.0783;ecl;On;On;Receiver;Off;171.50128;17.113365;0.0022944445;None;NO
2630;98.545105;0.0786;ecl;On;On;Receiver;Off;171.36655;16.498747;0.0022944445;None;NO
2640;98.53318;0.0789;ecl;On;On;Receiver;Off;171.23238;15.8840885;0.0022944445;None;NO
2650;98.521255;0.0792;ecl;On;On;Receiver;Off;171.09877;15.269391;0.0022944445;None;NO
2660;98.50932;0.0795;ecl;On;On;Receiver;Off;170.96568;14.654656;0.0022944445;None;NO
2670;98.4974;0.0798;ecl;On;On;Receiver;Off;170.8331;14.0398855;0.0022944445;None;NO
2680;98.48547;0.0801;ecl;On;On;Receiver;Off;170.70097;13.425081;0.0022944445;None;NO
2690;98.47355;0.0804;ecl;On;On;Receiver;Off;170.56932;12.810245;0.0022944445;None;NO
2700;98.461624;0.0807;ecl;On;On;Receiver;Off;170.43808;12.195377;0.0022944445;None;NO
2710;98.4497;0.081;ecl;On;On;Receiver;Off;170.30725;11.5804825;0.0022944445;None;NO
2720;98.437775;0.0813;ecl;On;On;Receiver;Off;170.17679;10.965559;0.0022944445;None;NO
2730;98.42585;0.0816;ecl;On;On;Receiver;Off;170.0467;10.350611;0.0022944445;None;NO
